read_id,length,gc_content,mean_quality
58d0c967-8e65-4748-a96c-48ff9e135505,2568,47.702492211838006,27.438084112149532
c8ebe54b-c583-4a2b-a50a-210c07e027d9,3543,47.9819362122495,33.87609370589895
ca05548e-0cf1-45cc-9c93-96669df18c82,4434,51.9170049616599,28.412719891745603
44b33cf5-bffc-4980-8886-660fffc3eea9,414,58.69565217391305,29.391304347826086
04524a60-fe21-4ed6-8f02-feafba02fcfc,2978,38.482202820685025,25.547011417058428
c27e6eb4-2f9f-4b76-bd6c-16afb6f13f3d,2545,48.48722986247544,35.47190569744597
59b93610-7b54-48df-8c16-359ae49dc279,4193,49.320295730980206,33.23753875506797
b0278cba-5248-4d90-89b0-7a52eae8eb21,2119,49.97640396413402,34.02453987730061
d4ba7627-734b-4a91-a42b-0c414fa721fe,3791,57.847533632286996,35.36322869955157
ac66b406-94fe-49e1-b730-bfbb5af5f840,2673,52.824541713430605,32.35952113729891
53743d76-c3be-4b70-9988-2bc7a979b3c1,4688,54.223549488054616,38.36476109215017
6c2bbc85-c8bc-43b6-9dfd-afc256340262,2958,34.27991886409736,30.171399594320487
82caf559-4e1d-4101-8110-ff7b176cd058,4917,54.525116941224326,37.20113890583689
67d1b3d2-6fb2-4559-9bb4-29d6aec83593,3711,55.510644031258416,33.41525195365131
9c3880db-0a13-48f2-8fc2-f7a67b5e79f2,4533,52.48180013236268,34.769468343260534
f2ae377b-0a11-4021-83e9-15c4b81410ac,5118,54.47440406408754,35.8210238374365
a181a962-d246-4dab-a7fc-60098d94dc3f,3835,51.78617992177315,33.27953063885267
f37fc45a-cfe9-43b7-86ff-affff8c9446e,5283,53.7384062085936,36.629187961385576
d03027b2-42e2-4685-8ae3-846ef36ea1b0,4628,52.26879861711322,37.95246326707001
bdb1b869-3c7f-4b30-b087-de5423f457dd,4031,49.689903249813945,33.74448027784669
a7c71f3b-825e-4d93-93ca-520bf243241a,3785,58.44121532364597,33.77384412153236
57e1dec1-1dae-440b-b779-763488bee971,3578,47.5684740078256,37.18865287870319
c4cdb71d-7145-4fa0-ac07-15c5ead9acad,4549,52.51703671136514,36.77687403825016
8864a426-eec3-4392-a711-f774e49ee208,2874,54.34933890048712,34.88552540013918
976c0381-c504-4d1d-aa0e-7219befd79da,2526,57.68012668250198,32.89667458432304
15619483-3dff-4d56-868c-0811d55d8352,4378,54.956601187756974,34.9431247144815
f13137f7-22aa-44bc-aac8-d56846dce0f4,4227,61.62763189022947,35.745445942748994
300c5d56-93e4-4faa-9edd-88df7fabcac6,2557,50.52796245600313,37.201407899882675
8790ac1c-5b73-46b4-be5b-6df225627c2b,3297,54.5950864422202,27.88717015468608
64535722-a0be-4d91-aa15-4199a1a2e1f9,4231,54.147955566060034,35.48380997400142
6162208f-f9c3-4cdb-ad0d-d48b1a8cc4dd,3186,54.64532328939109,30.98932831136221
e63faccd-b8c2-40a8-a13d-0bc73d15c41d,2318,49.309749784296805,19.671268334771355
e7a023f7-b3ba-41b2-889c-16ab6db590bd,3873,57.29408727084947,33.271365866253554
342b389a-816b-4c47-97e4-baa8a4e94ece,2989,46.10237537638006,36.429240548678486
e6572ad5-0bcd-405a-9e4e-fb739faba395,4211,52.98028971740679,35.87746378532415
6a5b3f90-0679-4240-8361-abd60b18f4bc,2888,47.229916897506925,36.40547091412743
93acf85b-0f6b-5265-af0e-24d470d6c1ab,1428,56.372549019607845,36.76750700280112
13f3ebd3-b929-5a94-b8c2-958888359f98,768,53.776041666666664,36.1796875
aec82988-143f-40e0-97bd-99493edf53c8,2608,45.858895705521476,30.444018404907975
cdc0ede8-e2c7-4d1f-9482-a5168af7ff9a,3341,43.549835378629155,36.4031727027836
0baf9b1f-1176-4793-9ba9-959fd794052d,3304,58.05084745762712,34.4476392251816
5805d4cb-2aa8-4c34-8b55-faa5ed29b47c,3572,52.015677491601345,35.15229563269877
4052c431-1dac-4f0e-9709-33ef2b65c24a,3266,57.25658297611758,34.19810165339865
3a764500-87e1-4b1a-b081-351c27ac35cf,2334,57.369323050556986,34.97215081405313
e1bc92b5-3538-41df-b320-7677d2a8a54d,3755,54.72703062583223,36.36750998668442
28ef7b07-b1f6-40d3-95ab-6c57d4281364,3850,55.32467532467532,34.415324675324676
23b1156c-f7f7-4bc8-b831-e7dcf94ce0e6,2857,47.882394119705985,34.67728386419321
fc9f22eb-720a-4f18-bc77-7184bd79b097,4041,53.625340262311305,33.85746102449889
ad864d4a-a7ed-4047-93dd-0b204e7f5d9f,3819,53.75752814873004,26.228593872741556
3c4caf02-6aa9-4b16-ade7-f823097b0e2e,2436,54.92610837438424,33.53899835796388
d1467e2a-244f-4f5a-ab16-25800385c0a7,2464,51.94805194805194,33.50608766233766
8216aa33-7167-41fd-8002-348e3e7ab9bb,4435,50.21420518602029,21.67237880496054
49a458ac-4b00-4326-a0e5-f55b9036954f,3112,56.49100257069408,35.93251928020565
80f9d765-f248-43be-914e-934bef09259f,3509,51.35366201196923,23.216585921915076
71f11d8e-4e5f-4b7b-8ec7-e2f47c772874,4245,50.34157832744405,36.05041224970554
19d11d95-d94b-4935-9e76-399d78246b41,3468,53.17185697808535,36.59342560553633
3e1173e6-092e-4d41-b30f-29c7faa85d26,5348,48.990276738967836,37.04824233358265
78ecc7a3-a5ac-443a-ab52-e566834bf783,3554,54.24873382104671,25.293190770962298
b9d088de-3d6f-411e-a7aa-cb95199a04c8,2125,53.88235294117647,34.71670588235294
20a59e01-e60e-4385-b067-5fbd8b218b2e,4607,55.45908400260473,36.0325591491209
ed8c6aad-d343-4e4b-801e-3368610434c9,3181,40.23891857906319,37.789688777114115
2c313448-17f2-4402-afe8-7f58886d12d1,2008,51.54382470119522,36.44621513944223
6efbabd1-9598-4a2f-8e23-0a8b4b406f27,2999,53.28442814271423,29.578192730910303
1d93bdc0-b258-4922-b961-b8b1585a62e2,3347,54.197789064834176,32.6728413504631
606eb41c-becc-4a36-9e9a-105e1a526edd,4077,39.51434878587197,37.583517292126565
226010fb-4f37-413e-9afe-6d64e3da544d,2759,51.28669807901414,34.14171801377311
bf7213bc-82f7-410d-b1bd-71b1150586b4,2906,43.668272539573294,33.33929800412939
540e7353-6619-47f7-b558-437148132329,3996,48.8988988988989,37.661411411411414
cfb93896-5d89-48ec-b802-571062f5a179,2180,51.146788990825684,34.93623853211009
ee797a39-39c5-47fd-9339-47dfdfcf9b88,2780,55.46762589928057,35.50179856115108
f605fd4b-f363-45ef-b631-a7ac6c28d839,3142,48.758752387014646,35.099299809038826
5c9af889-4e8c-45d6-9ccc-6ff979189998,3519,53.48110258596193,35.2233589087809
44d939fe-bed6-41f7-9f8a-5b9c8f540951,3071,54.44480625203517,34.787691305763595
c131007f-0ecc-41c9-a3dd-869246f819d1,1558,53.20924261874198,31.893453145057766
61e6db05-6464-40c9-b1b7-790db278dd23,2400,61.541666666666664,31.065
